Last 4 Card Digits,Recency,Frequency,Monetary,Cluster,Segment,Churn
8747.0,8,1,124.5,1,New,0
8752.0,8,1,71.03999999999999,1,New,0
8753.0,89,2,241.4,0,Lost,1
8754.0,89,1,154.98,0,Lost,1
8759.0,63,1,112.56,0,Lost,1
8760.0,61,1,119.03999999999999,0,Lost,1
8763.0,38,1,69.88,1,New,0
8767.0,96,1,48.07,0,Lost,1
8768.0,3,1,13.12,1,New,0
8782.0,92,1,8.75,0,Lost,1
8784.0,6,3,350.27,1,New,0
8792.0,113,1,124.6,0,Lost,1
8795.0,63,1,137.64,0,Lost,1
8800.0,112,1,111.36,0,Lost,1
8804.0,59,1,92.82,0,Lost,1
8805.0,42,1,118.03,1,New,0
8806.0,89,1,155.71,0,Lost,1
8816.0,40,2,62.26,1,New,0
8821.0,35,1,112.52,1,New,0
8822.0,61,2,9.26,0,Lost,1
8831.0,97,1,26.25,0,Lost,1
8834.0,117,1,162.62,0,Lost,1
8840.0,6,1,95.08,1,New,0
8841.0,114,1,37.15,0,Lost,1
8842.0,89,1,102.61,0,Lost,1
8843.0,112,1,16.41,0,Lost,1
8847.0,78,1,55.69,0,Lost,1
8848.0,110,1,201.13,0,Lost,1
8863.0,83,1,78.84,0,Lost,1
8868.0,49,1,76.5,1,New,0
8871.0,97,1,0.0,0,Lost,1
8889.0,112,1,81.93,0,Lost,1
8893.0,51,1,103.82,1,New,0
8896.0,76,1,39.28,0,Lost,1
8905.0,83,1,462.36,0,Lost,1
8914.0,111,1,33.81,0,Lost,1
8918.0,114,1,18.54,0,Lost,1
8925.0,48,1,143.12,1,New,0
8926.0,114,1,38.230000000000004,0,Lost,1
8927.0,117,1,14.16,0,Lost,1
8928.0,82,1,0.0,0,Lost,1
8940.0,66,1,52.5,0,Lost,1
8954.0,105,1,52.5,0,Lost,1
8955.0,74,1,47.019999999999996,0,Lost,1
8956.0,92,1,61.22,0,Lost,1
8959.0,32,1,92.87,1,New,0
8974.0,34,1,73.24,1,New,0
8976.0,40,1,9.81,1,New,0
9000.0,92,1,0.0,0,Lost,1
9004.0,6,1,113.53999999999999,1,New,0
9005.0,34,1,8.75,1,New,0
9009.0,3,1,10.93,1,New,0
9010.0,19,2,54.629999999999995,1,New,0
9019.0,62,1,129.87,0,Lost,1
9020.0,34,1,8.75,1,New,0
9035.0,41,1,26.25,1,New,0
9038.0,43,1,24.08,1,New,0
9065.0,20,2,163.87,1,New,0
9070.0,12,1,92.82,1,New,0
9074.0,73,1,51.36,0,Lost,1
9090.0,17,1,31.66,1,New,0
9095.0,41,1,0.0,1,New,0
9103.0,15,1,100.47,1,New,0
9109.0,34,1,161.64,1,New,0
9111.0,91,2,293.52,0,Lost,1
9112.0,20,1,107.1,1,New,0
9114.0,65,1,237.37,0,Lost,1
9127.0,5,2,308.14,1,New,0
9128.0,55,1,16.41,1,New,0
9129.0,12,1,302.74,1,New,0
9130.0,48,1,52.5,1,New,0
9132.0,4,1,37.16,1,New,0
9136.0,42,1,73.17,1,New,0
9145.0,83,1,252.03,0,Lost,1
9152.0,76,1,108.17,0,Lost,1
9160.0,82,2,85.2,0,Lost,1
9161.0,73,2,431.51,0,Lost,1
9165.0,15,1,70.93,1,New,0
9166.0,5,1,58.9,1,New,0
9183.0,78,1,44.86,0,Lost,1
9184.0,69,1,26.24,0,Lost,1
9185.0,90,1,475.16999999999996,0,Lost,1
9186.0,12,1,60.05,1,New,0
9188.0,90,2,135.64,0,Lost,1
9193.0,61,1,71.03999999999999,0,Lost,1
9195.0,9,1,31.659999999999997,1,New,0
9197.0,89,1,176.0,0,Lost,1
9198.0,109,1,38.230000000000004,0,Lost,1
9206.0,76,1,103.77,0,Lost,1
9213.0,8,2,127.75999999999999,1,New,0
9224.0,34,1,139.9,1,New,0
9229.0,7,1,10.9,1,New,0
9231.0,6,1,24.07,1,New,0
9239.0,36,1,66.63,1,New,0
9255.0,37,2,110.25999999999999,1,New,0
9261.0,55,1,9.81,1,New,0
9265.0,6,2,18.54,1,New,0
9270.0,117,1,18.54,0,Lost,1
9271.0,26,1,49.129999999999995,1,New,0
9272.0,16,1,194.43,1,New,0
9278.0,8,1,204.35999999999999,1,New,0
9287.0,115,1,50.24,0,Lost,1
9290.0,27,1,87.4,1,New,0
9292.0,82,1,39.32,0,Lost,1
9310.0,81,1,16.38,0,Lost,1
9315.0,6,1,76.4,1,New,0
9316.0,117,1,30.51,0,Lost,1
9319.0,28,1,32.82,1,New,0
9321.0,47,1,22.96,1,New,0
9324.0,79,1,117.97,0,Lost,1
9327.0,90,1,388.90999999999997,0,Lost,1
9332.0,22,1,5.46,1,New,0
9334.0,20,1,147.56,1,New,0
9340.0,117,1,226.34,0,Lost,1
9345.0,5,4,210.67,1,New,0
9346.0,111,1,491.02,0,Lost,1
9352.0,105,1,30.64,0,Lost,1
9354.0,78,1,36.04,0,Lost,1
9355.0,61,1,17.5,0,Lost,1
9359.0,27,1,133.25,1,New,0
9361.0,15,1,26.25,1,New,0
9372.0,105,1,266.17,0,Lost,1
9386.0,62,1,67.7,0,Lost,1
9389.0,41,1,55.64,1,New,0
9395.0,101,1,19.63,0,Lost,1
9396.0,98,1,55.78,0,Lost,1
9398.0,103,1,74.22,0,Lost,1
9421.0,110,1,62.17999999999999,0,Lost,1
9436.0,6,3,229.33999999999997,1,New,0
9442.0,61,1,15.27,0,Lost,1
9449.0,83,1,58.89,0,Lost,1
9451.0,19,1,259.99,1,New,0
9452.0,106,1,40.43,0,Lost,1
9457.0,57,1,20.74,1,New,0
9465.0,104,1,43.629999999999995,0,Lost,1
9466.0,16,1,195.56,1,New,0
9489.0,57,2,529.78,3,Occasional,0
9494.0,6,1,8.75,1,New,0
9499.0,40,1,52.5,1,New,0
9505.0,41,1,66.61,1,New,0
9513.0,96,1,52.5,0,Lost,1
9515.0,6,1,105.0,1,New,0
9519.0,75,1,56.82,0,Lost,1
9521.0,73,1,111.41,0,Lost,1
9539.0,42,1,77.61,1,New,0
9541.0,56,1,44.79,1,New,0
9550.0,59,1,5.46,0,Lost,1
9552.0,20,2,192.2,1,New,0
9553.0,76,1,334.17,0,Lost,1
9555.0,54,3,106.95,1,New,0
9558.0,48,1,103.69,1,New,0
9571.0,16,1,91.67999999999999,1,New,0
9572.0,30,1,126.83,1,New,0
9575.0,20,1,104.86,1,New,0
9580.0,54,1,61.129999999999995,1,New,0
9584.0,47,1,69.95,1,New,0
9588.0,44,1,15.32,1,New,0
9593.0,43,2,225.97,1,New,0
9594.0,6,1,26.25,1,New,0
9599.0,77,1,259.76,0,Lost,1
9600.0,19,1,46.92,1,New,0
9612.0,46,1,70.99,1,New,0
9613.0,6,2,148.65,1,New,0
9618.0,8,1,0.0,1,New,0
9628.0,106,1,89.58,0,Lost,1
9629.0,1,1,0.0,1,New,0
9632.0,5,2,360.06,1,New,0
9639.0,34,10,553.93,3,Occasional,0
9640.0,57,1,157.28,1,New,0
9647.0,76,1,44.79,0,Lost,1
9655.0,93,1,9.26,0,Lost,1
9656.0,100,1,69.95,0,Lost,1
9657.0,41,1,120.23,1,New,0
9677.0,113,2,142.1,0,Lost,1
9681.0,103,1,97.06,0,Lost,1
9684.0,47,1,221.73,1,New,0
9689.0,107,1,16.41,0,Lost,1
9692.0,62,1,40.36,0,Lost,1
9696.0,82,1,147.37,0,Lost,1
9710.0,47,1,139.78,1,New,0
9713.0,71,1,119.08,0,Lost,1
9714.0,112,1,0.0,0,Lost,1
9721.0,113,1,196.79,0,Lost,1
9723.0,93,1,126.8,0,Lost,1
9741.0,48,1,93.95,1,New,0
9747.0,22,1,173.62,1,New,0
9760.0,104,1,116.84,0,Lost,1
9778.0,46,1,229.32,1,New,0
9787.0,80,1,43.72,0,Lost,1
9791.0,81,1,16.41,0,Lost,1
9797.0,12,1,29.53,1,New,0
9802.0,91,1,176.98,0,Lost,1
9807.0,15,1,45.32,1,New,0
9809.0,104,1,20.23,0,Lost,1
9816.0,41,1,337.31,1,New,0
9839.0,104,1,252.67,0,Lost,1
9842.0,48,1,535.41,1,New,0
9843.0,33,3,302.57,1,New,0
9844.0,55,2,75.42,1,New,0
9851.0,69,1,85.22,0,Lost,1
9853.0,20,1,138.63,1,New,0
9862.0,105,1,32.82,0,Lost,1
9867.0,16,1,85.16,1,New,0
9872.0,50,1,113.68,1,New,0
9876.0,113,1,97.24,0,Lost,1
9890.0,48,1,65.47999999999999,1,New,0
9893.0,20,1,26.25,1,New,0
9894.0,111,1,99.37,0,Lost,1
9899.0,48,2,174.65,1,New,0
9902.0,100,1,67.77,0,Lost,1
9903.0,27,1,87.37,1,New,0
9906.0,96,1,43.76,0,Lost,1
9915.0,7,2,337.98,1,New,0
9917.0,69,1,71.03999999999999,0,Lost,1
9925.0,49,1,105.92,1,New,0
9932.0,104,1,30.619999999999997,0,Lost,1
9939.0,90,1,183.6,0,Lost,1
9952.0,63,1,108.17,0,Lost,1
9957.0,57,1,36.04,1,New,0
9972.0,91,1,312.46,0,Lost,1
9975.0,81,1,204.14,0,Lost,1
9981.0,26,1,103.74,1,New,0
9997.0,43,2,233.84,1,New,0
