Last 4 Card Digits,Recency,Frequency,Monetary,Unique_Items,Avg_Order_Val,Avg_Tip,Discount_Used,Visits_Nov,Visits_Dec,Visits_Jan,Days_Since_First,Segment,Segment_Code,Churn,Churn_Probability,Risk_Level,Tier
9689.0,77,1,16.41,1,16.41,13.0,0,1,0,0,77,Lost,3,1,0.92,High,Rule-Based
9692.0,32,1,40.36,2,20.18,10.0,0,0,2,0,32,Lost,3,1,0.92,High,Rule-Based
9696.0,52,1,147.37,6,24.561666666666667,7.63,0,0,6,0,52,Lost,3,1,0.92,High,Rule-Based
9710.0,17,1,139.78,6,23.296666666666667,4.72,0,0,0,6,17,New,1,1,0.65,Medium,Rule-Based
9713.0,41,1,119.08,7,17.01142857142857,0.0,0,0,7,0,41,Lost,3,1,0.92,High,Rule-Based
9714.0,82,1,0.0,2,0.0,19.87,1,2,0,0,82,Lost,3,1,0.92,High,Rule-Based
9721.0,83,1,196.79,7,17.89,0.0,0,11,0,0,83,Lost,3,1,0.92,High,Rule-Based
9723.0,63,1,126.8,6,11.527272727272727,7.2,0,11,0,0,63,Lost,3,1,0.92,High,Rule-Based
9741.0,18,1,93.95,4,23.4875,7.0,0,0,0,4,18,New,1,1,0.65,Medium,Rule-Based
9760.0,74,1,116.84,6,19.473333333333333,21.0,0,6,0,0,74,Lost,3,1,0.92,High,Rule-Based
9778.0,16,1,229.32,11,20.847272727272728,27.3,0,0,0,11,16,New,1,1,0.65,Medium,Rule-Based
9787.0,50,1,43.72,2,10.93,6.56,0,0,4,0,50,Lost,3,1,0.92,High,Rule-Based
9791.0,51,1,16.41,1,16.41,0.0,0,0,1,0,51,Lost,3,1,0.92,High,Rule-Based
9802.0,61,1,176.98,5,17.698,11.09,0,0,10,0,61,Lost,3,1,0.92,High,Rule-Based
9809.0,74,1,20.23,4,5.0575,30.0,0,4,0,0,74,Lost,3,1,0.92,High,Rule-Based
9816.0,11,1,337.31,13,21.081875,2.95,0,0,0,16,11,New,1,1,0.3,Low,Rule-Based
9839.0,74,1,252.67,5,36.09571428571429,17.69,0,7,0,0,74,Lost,3,1,0.92,High,Rule-Based
9842.0,18,1,535.41,14,23.278695652173912,0.0,0,0,0,23,18,New,1,1,0.65,Medium,Rule-Based
9851.0,39,1,85.22,4,21.305,15.34,0,0,4,0,39,Lost,3,1,0.92,High,Rule-Based
9862.0,75,1,32.82,1,32.82,13.13,0,1,0,0,75,Lost,3,1,0.92,High,Rule-Based
9872.0,20,1,113.68,8,12.631111111111112,20.0,0,0,0,9,20,New,1,1,0.65,Medium,Rule-Based
9876.0,83,1,97.24,5,16.206666666666667,14.21,0,6,0,0,83,Lost,3,1,0.92,High,Rule-Based
9890.0,18,1,65.47999999999999,4,16.369999999999997,15.0,0,0,0,4,18,New,1,1,0.65,Medium,Rule-Based
9894.0,82,1,99.37,4,19.874000000000002,0.0,0,5,0,0,82,Lost,3,1,0.92,High,Rule-Based
9902.0,70,1,67.77,2,16.9425,5.0,0,4,0,0,70,Lost,3,1,0.92,High,Rule-Based
9906.0,66,1,43.76,1,21.88,12.0,0,2,0,0,66,Lost,3,1,0.92,High,Rule-Based
9915.0,28,1,17.5,1,8.75,11.36,0,0,0,2,28,New,1,0,0.65,Medium,Rule-Based
9917.0,39,1,71.03999999999999,3,23.679999999999996,12.79,0,0,3,0,39,Lost,3,1,0.92,High,Rule-Based
9925.0,20,1,105.92,5,15.131428571428572,4.0,0,0,0,7,20,New,1,1,0.65,Medium,Rule-Based
9932.0,74,1,30.619999999999997,2,10.206666666666665,16.11,0,3,0,0,74,Lost,3,1,0.92,High,Rule-Based
9939.0,60,1,183.6,10,16.69090909090909,14.63,0,0,11,0,60,Lost,3,1,0.92,High,Rule-Based
9952.0,33,1,108.17,5,18.028333333333332,10.83,0,0,6,0,33,Lost,3,1,0.92,High,Rule-Based
9957.0,27,1,36.04,2,18.02,5.0,0,0,0,2,27,New,1,1,0.65,Medium,Rule-Based
9972.0,61,1,312.46,7,19.52875,34.37,0,0,16,0,61,Lost,3,1,0.92,High,Rule-Based
9975.0,51,1,204.14,11,15.703076923076923,36.75,0,0,13,0,51,Lost,3,1,0.92,High,Rule-Based
10.0,55,2,729.86,13,26.06642857142857,0.9878571428571429,0,2,26,0,72,Occasional,2,0,0.2221023589372635,Low,XGBoost
24.0,32,2,101.49,5,20.298,0.95,0,1,4,0,65,New,1,0,0.0690770149230957,Low,XGBoost
57.0,25,2,300.34,15,18.77125,4.1125,0,10,0,6,82,New,1,1,0.7912136912345886,High,XGBoost
159.0,11,2,128.75,7,18.392857142857142,5.285714285714286,0,5,0,2,82,New,1,1,0.8506184816360474,High,XGBoost
259.0,57,2,220.64,6,27.58,11.0,0,0,8,0,57,Lost,3,1,0.9697551727294922,High,XGBoost
275.0,11,2,191.10999999999999,8,21.234444444444442,10.67,0,0,0,9,24,New,1,1,0.9614622592926025,High,XGBoost
342.0,59,2,227.15,11,18.929166666666667,14.583333333333334,0,5,7,0,66,Lost,3,1,0.982302188873291,High,XGBoost
348.0,27,2,102.61,6,17.101666666666667,18.058333333333334,0,5,0,1,76,New,1,1,0.7486225366592407,High,XGBoost
528.0,5,2,213.01999999999998,9,21.302,9.128,0,2,0,8,81,New,1,1,0.9385071992874146,High,XGBoost
605.0,39,2,126.72,6,21.12,6.666666666666667,0,4,2,0,71,Lost,3,1,0.9292448163032532,High,XGBoost
676.0,34,2,98.33,6,16.388333333333332,29.0,0,5,1,0,66,Lost,3,1,0.9194945693016052,High,XGBoost
684.0,60,2,105.87,8,13.23375,21.0,1,0,8,0,60,Lost,3,1,0.9299860596656799,High,XGBoost
826.0,34,2,420.34,18,18.27565217391304,9.207391304347826,0,12,11,0,63,Lost,3,1,0.961974024772644,High,XGBoost
948.0,67,2,131.12,4,26.224,12.187999999999999,0,5,0,0,76,Lost,3,1,0.9688755869865417,High,XGBoost
967.0,5,2,152.97,5,21.852857142857143,20.694285714285716,0,0,0,7,19,New,1,1,0.7500053644180298,High,XGBoost
1000.0,13,7,575.77,24,18.573225806451614,11.46774193548387,0,7,14,10,81,Occasional,2,0,0.13001374900341034,Low,XGBoost
1002.0,25,4,102.17999999999999,7,12.772499999999999,24.63375,0,2,4,2,87,Occasional,2,0,0.08473694324493408,Low,XGBoost
1003.0,11,8,645.79,24,17.93861111111111,12.29277777777778,0,7,17,12,79,Occasional,2,0,0.1365804374217987,Low,XGBoost
1004.0,19,4,311.23,16,16.380526315789474,13.294210526315789,0,13,3,3,84,Occasional,2,0,0.10115838050842285,Low,XGBoost
1005.0,19,5,472.93,25,15.764333333333333,27.358333333333334,0,22,3,5,84,Occasional,2,0,0.032106105238199234,Low,XGBoost
1006.0,2,9,440.71,25,15.196896551724137,21.824827586206894,5,15,3,11,84,Occasional,2,0,0.020294589921832085,Low,XGBoost
1007.0,13,4,252.41,9,21.034166666666668,19.515,0,5,3,4,79,Occasional,2,0,0.15970344841480255,Low,XGBoost
1008.0,24,3,176.9,12,14.741666666666667,17.025000000000002,1,5,0,7,74,Occasional,2,0,0.12244268506765366,Low,XGBoost
1009.0,1,11,929.54,27,18.97020408163265,9.977755102040817,2,19,18,12,87,Occasional,2,0,0.13078562915325165,Low,XGBoost
1010.0,17,2,544.22,14,21.768800000000002,0.5579999999999999,0,0,24,1,39,Occasional,2,1,0.8514869213104248,High,XGBoost
1013.0,11,2,105.89,5,13.23625,15.783750000000001,3,0,5,3,46,New,1,1,0.7721235156059265,High,XGBoost
1018.0,7,4,303.64,13,20.242666666666665,9.669333333333334,0,7,6,2,67,Occasional,2,1,0.6778162717819214,High,XGBoost
1044.0,59,2,136.57999999999998,7,19.51142857142857,29.0,0,0,7,0,59,Lost,3,1,0.9432785511016846,High,XGBoost
1070.0,7,2,206.41,9,20.641,12.293,0,1,0,9,79,New,1,1,0.9463819861412048,High,XGBoost
1103.0,18,2,209.75,7,23.305555555555557,0.8055555555555556,0,0,0,9,27,New,1,1,0.8163199424743652,High,XGBoost
1125.0,25,2,273.40999999999997,11,18.22733333333333,11.752666666666666,0,11,0,4,87,New,1,1,0.9007003903388977,High,XGBoost
1126.0,55,2,114.64,4,22.928,21.122,0,3,2,0,76,New,1,0,0.16269880533218384,Low,XGBoost
1317.0,23,3,190.04,11,14.618461538461538,2.6215384615384614,7,7,4,2,77,New,1,0,0.1420501172542572,Low,XGBoost
1334.0,58,2,150.64,7,13.694545454545453,4.37,0,0,11,0,58,Lost,3,1,0.9587620496749878,High,XGBoost
1338.0,68,2,48.129999999999995,3,16.043333333333333,5.073333333333333,0,3,0,0,85,Lost,3,1,0.9633883833885193,High,XGBoost
1347.0,15,2,176.92,9,19.657777777777778,4.416666666666667,0,4,0,5,87,New,1,0,0.44068509340286255,Medium,XGBoost
1374.0,39,2,242.39,13,18.645384615384614,18.165384615384614,0,0,13,0,60,Lost,3,1,0.9705285429954529,High,XGBoost
1379.0,54,2,262.11,11,18.72214285714286,20.714285714285715,1,2,12,0,87,Lost,3,1,0.9410334229469299,High,XGBoost
1388.0,7,2,40.480000000000004,3,13.493333333333334,3.7066666666666666,0,0,0,3,13,New,1,1,0.838958203792572,High,XGBoost
1389.0,4,21,1329.81,35,16.622625,0.05,9,5,36,39,75,Regular,0,0,0.0915377214550972,Low,XGBoost
1395.0,32,2,170.49,8,21.31125,9.5125,0,0,8,0,60,Lost,3,1,0.9627478718757629,High,XGBoost
1428.0,10,2,285.94,15,15.885555555555555,0.0,0,0,5,13,45,New,1,1,0.7675037384033203,High,XGBoost
1541.0,85,2,172.55,9,17.255000000000003,1.616,2,10,0,0,85,Lost,3,1,0.930669367313385,High,XGBoost
1563.0,51,2,161.6,7,20.2,15.901250000000001,0,0,8,0,54,Lost,3,1,0.977495014667511,High,XGBoost
1596.0,60,3,367.96999999999997,18,17.52238095238095,11.506190476190476,0,13,8,0,76,Lost,3,1,0.9472329616546631,High,XGBoost
1650.0,11,3,268.71,9,22.3925,20.870833333333334,0,6,1,5,81,New,1,1,0.694553792476654,High,XGBoost
1659.0,10,2,159.47,8,19.93375,17.75,0,0,0,8,25,New,1,1,0.9317877292633057,High,XGBoost
1724.0,12,2,67.69,4,16.9225,11.2975,0,3,0,1,75,New,1,1,0.9150142073631287,High,XGBoost
1726.0,62,2,101.55,7,14.507142857142856,23.142857142857142,2,7,0,0,82,Lost,3,1,0.919605553150177,High,XGBoost
1744.0,61,2,59.07,3,19.69,3.0,0,0,3,0,61,Lost,3,1,0.9578811526298523,High,XGBoost
1745.0,65,2,171.49,8,17.149,5.024,0,10,0,0,84,Lost,3,1,0.9469261169433594,High,XGBoost
1772.0,60,2,136.56,8,17.07,5.0,0,0,8,0,60,Lost,3,1,0.9565737843513489,High,XGBoost
1853.0,43,4,277.38,9,15.41,19.139444444444443,2,2,16,0,64,Lost,3,1,0.8784008026123047,High,XGBoost
1865.0,67,2,64.5,2,21.5,10.0,0,3,0,0,67,Lost,3,1,0.9727916121482849,High,XGBoost
1941.0,60,2,667.72,17,27.82166666666667,2.0,0,0,24,0,60,Occasional,2,1,0.5316590666770935,Medium,XGBoost
1949.0,13,5,187.85999999999999,13,13.418571428571427,6.812142857142858,0,4,8,2,85,Occasional,2,0,0.05227125808596611,Low,XGBoost
1995.0,19,2,114.48,3,16.354285714285716,18.47142857142857,1,0,6,1,53,New,1,1,0.6701121926307678,High,XGBoost
2000.0,61,6,692.64,19,21.645,9.2221875,0,23,9,0,87,Occasional,2,1,0.3951709270477295,Medium,XGBoost
2001.0,17,3,149.54,9,16.615555555555556,2.092222222222222,0,0,0,9,24,New,1,1,0.5231186747550964,Medium,XGBoost
2002.0,7,2,154.09,9,15.409,8.311,0,0,7,3,60,New,1,0,0.3910454213619232,Medium,XGBoost
2004.0,32,2,69.95,4,11.658333333333333,6.2,0,1,5,0,73,Lost,3,1,0.9489927291870117,High,XGBoost
2005.0,57,4,274.29,14,15.238333333333335,9.801111111111112,1,12,6,0,84,Occasional,2,0,0.08878631889820099,Low,XGBoost
2006.0,75,2,116.83,7,16.69,6.741428571428571,0,7,0,0,80,New,1,0,0.20895302295684814,Low,XGBoost
2008.0,1,4,390.05,17,20.528947368421054,15.362105263157895,0,8,0,11,75,Occasional,2,1,0.6745529174804688,High,XGBoost
2009.0,27,2,86.38,3,17.276,3.0,0,0,4,1,61,New,1,1,0.739199161529541,High,XGBoost
2055.0,18,2,127.8,6,21.3,10.685,0,1,0,5,81,New,1,1,0.9206746220588684,High,XGBoost
2057.0,5,2,65.62,3,21.873333333333335,6.666666666666667,0,1,0,2,81,New,1,1,0.928349494934082,High,XGBoost
2124.0,42,2,158.34,9,17.593333333333334,14.416666666666666,0,4,5,0,74,Lost,3,1,0.9651171565055847,High,XGBoost
2152.0,38,2,149.59,7,21.37,10.062857142857142,0,0,7,0,45,Lost,3,1,0.973914623260498,High,XGBoost
2162.0,76,2,128.99,4,18.427142857142858,27.52285714285714,0,7,0,0,80,Lost,3,1,0.9564470648765564,High,XGBoost
2221.0,60,2,90.71000000000001,4,15.118333333333334,0.0,0,0,6,0,60,Lost,3,1,0.9660688638687134,High,XGBoost
2325.0,38,2,78.58,6,13.096666666666666,15.813333333333333,0,4,2,0,74,Lost,3,1,0.9753798246383667,High,XGBoost
2355.0,19,3,322.2,16,17.9,11.618888888888888,0,3,10,5,63,Occasional,2,0,0.20701864361763,Low,XGBoost
2436.0,51,2,405.45,9,16.89375,7.283333333333332,0,0,24,0,59,Lost,3,1,0.9555733799934387,High,XGBoost
2483.0,57,2,1807.52,22,23.783157894736842,23.81,0,0,76,0,57,Occasional,2,0,0.27919802069664,Low,XGBoost
2513.0,5,2,97.13,7,13.875714285714285,10.0,0,0,0,7,5,New,1,1,0.7845275402069092,High,XGBoost
2517.0,66,2,77.61,4,12.935,13.191666666666668,0,6,0,0,68,Lost,3,1,0.975417971611023,High,XGBoost
2543.0,66,3,230.49,13,16.46357142857143,14.642857142857142,0,14,0,0,79,Lost,3,1,0.9423511028289795,High,XGBoost
2561.0,60,2,217.26999999999998,9,21.726999999999997,8.0,0,0,10,0,60,Lost,3,1,0.9507139921188354,High,XGBoost
2583.0,57,2,224.85999999999999,8,14.053749999999999,14.96,0,0,16,0,57,Lost,3,1,0.9706352949142456,High,XGBoost
2588.0,57,4,478.90999999999997,19,16.514137931034483,13.277931034482759,0,0,29,0,61,Occasional,2,1,0.4474610686302185,Medium,XGBoost
2646.0,11,19,2038.35,44,17.57198275862069,6.458275862068965,4,38,67,11,87,Regular,0,1,0.25737667083740234,Low,XGBoost
2693.0,73,2,246.69,10,18.976153846153846,2.273076923076923,0,13,0,0,74,Lost,3,1,0.9657661318778992,High,XGBoost
2731.0,70,2,114.8,5,19.133333333333333,7.666666666666667,0,6,0,0,74,Lost,3,1,0.9414999485015869,High,XGBoost
2735.0,47,4,431.12,11,17.2448,13.0272,0,2,23,0,71,Occasional,2,1,0.3718227446079254,Medium,XGBoost
2738.0,2,2,170.31,7,21.28875,19.4975,1,0,0,8,4,New,1,1,0.5718249678611755,Medium,XGBoost
2966.0,6,2,285.19,8,20.370714285714286,11.605714285714285,0,0,10,4,61,New,1,1,0.9107033610343933,High,XGBoost
2991.0,75,2,184.7,7,20.522222222222222,10.106666666666667,0,9,0,0,75,Lost,3,1,0.9769947528839111,High,XGBoost
2992.0,11,3,137.6,7,17.2,28.125,0,0,3,5,43,New,1,0,0.26354101300239563,Low,XGBoost
2995.0,39,2,89.53,7,12.790000000000001,10.857142857142858,0,0,7,0,43,Lost,3,1,0.9767084717750549,High,XGBoost
2997.0,17,3,410.74,18,18.67,34.42,0,9,11,2,62,Occasional,2,1,0.48948973417282104,Medium,XGBoost
3001.0,36,3,339.69,12,22.646,12.666666666666666,0,5,10,0,74,Lost,3,1,0.9254773259162903,High,XGBoost
3017.0,43,4,1154.51,26,20.991090909090907,1.2405454545454546,0,7,48,0,68,Occasional,2,1,0.45845410227775574,Medium,XGBoost
3027.0,39,2,123.35,8,15.41875,24.835,0,3,5,0,64,Lost,3,1,0.9143569469451904,High,XGBoost
3049.0,4,2,167.04999999999998,9,16.705,18.974,0,0,0,10,11,New,1,0,0.29167166352272034,Low,XGBoost
3051.0,60,2,475.29,18,19.0116,0.0,0,0,25,0,60,Lost,3,1,0.9741519093513489,High,XGBoost
3061.0,36,2,171.46,7,19.051111111111112,8.333333333333334,0,5,4,0,76,Occasional,2,0,0.09616643190383911,Low,XGBoost
3066.0,46,2,73.17,3,14.634,10.0,0,0,5,0,46,Lost,3,1,0.9787105917930603,High,XGBoost
3068.0,27,7,435.9,20,16.765384615384615,4.946538461538462,2,11,14,1,83,Occasional,2,0,0.09547869861125946,Low,XGBoost
3184.0,7,2,166.0,9,16.6,7.2,0,0,6,4,59,New,1,1,0.5653215050697327,Medium,XGBoost
3236.0,7,2,55.71,4,11.142,2.886,1,3,0,2,76,New,1,1,0.8462318778038025,High,XGBoost
3293.0,6,2,147.54,10,14.754,13.2,0,0,0,10,13,New,1,1,0.8169597387313843,High,XGBoost
3334.0,8,6,292.83,13,16.26833333333333,19.52,0,3,9,6,78,Occasional,2,0,0.044606029987335205,Low,XGBoost
3365.0,12,2,94.13,6,15.688333333333333,5.0,0,3,0,3,80,New,1,1,0.8078545331954956,High,XGBoost
3377.0,5,2,30.57,3,10.19,4.256666666666667,1,0,2,1,39,New,1,1,0.853834867477417,High,XGBoost
3400.0,16,2,134.2,8,16.775,15.796249999999999,0,3,0,5,71,New,1,1,0.7974755167961121,High,XGBoost
3546.0,34,3,406.21999999999997,15,21.38,6.893684210526315,0,0,19,0,59,Occasional,2,1,0.5775535106658936,Medium,XGBoost
3610.0,60,2,142.02,7,20.28857142857143,15.0,0,0,7,0,60,Lost,3,1,0.978569746017456,High,XGBoost
3636.0,11,2,66.87,4,16.7175,7.5,0,0,0,4,12,New,1,1,0.8237486481666565,High,XGBoost
3682.0,19,10,528.79,28,13.21975,0.75,16,26,8,6,86,Occasional,2,0,0.06583651900291443,Low,XGBoost
3737.0,10,2,205.47,7,22.83,22.72888888888889,0,0,8,1,32,New,1,1,0.7169278860092163,High,XGBoost
3772.0,17,9,531.8299999999999,24,12.971463414634144,7.4019512195121955,0,23,10,8,87,Occasional,2,0,0.055097874253988266,Low,XGBoost
3863.0,42,2,181.44,9,16.494545454545456,23.548181818181817,0,7,4,0,82,Lost,3,1,0.8946545124053955,High,XGBoost
3909.0,2,2,217.28,10,19.752727272727274,9.227272727272727,0,0,0,11,25,New,1,1,0.9437880516052246,High,XGBoost
4001.0,38,2,75.47,3,25.156666666666666,12.333333333333334,0,0,3,0,39,Lost,3,1,0.9686596393585205,High,XGBoost
4002.0,61,2,928.86,16,17.862692307692306,1.1538461538461537,0,0,52,0,61,Occasional,2,1,0.6088456511497498,Medium,XGBoost
4004.0,21,3,120.2,7,15.025,1.125,1,5,0,3,74,New,1,1,0.3494647741317749,Medium,XGBoost
4009.0,12,2,95.08,4,11.885,8.815000000000001,0,0,4,4,55,New,1,1,0.6319562196731567,Medium,XGBoost
4168.0,1,3,126.18,7,15.7725,0.0,1,0,0,8,8,New,1,0,0.12446571886539459,Low,XGBoost
4220.0,6,2,158.35999999999999,9,15.835999999999999,4.6,0,1,0,9,87,New,1,1,0.6165873408317566,Medium,XGBoost
4273.0,39,2,155.1,7,22.157142857142855,4.714285714285714,0,0,7,0,60,Lost,3,1,0.9394006133079529,High,XGBoost
4290.0,32,2,151.9,7,16.87777777777778,7.768888888888889,0,5,4,0,70,New,1,0,0.04861007630825043,Low,XGBoost
4318.0,61,2,48.05,3,16.016666666666666,7.43,1,0,3,0,61,Lost,3,1,0.9576607346534729,High,XGBoost
4361.0,20,2,167.16,7,18.573333333333334,14.377777777777778,0,0,7,2,60,New,1,1,0.887064516544342,High,XGBoost
4379.0,17,2,87.4,5,17.48,6.055999999999999,0,0,4,1,51,New,1,1,0.8960293531417847,High,XGBoost
4389.0,41,2,135.41,8,10.416153846153845,22.79,0,4,9,0,76,Lost,3,1,0.9186131358146667,High,XGBoost
4532.0,55,2,336.28,10,21.0175,12.0,0,0,16,0,60,Lost,3,1,0.9776182770729065,High,XGBoost
4567.0,48,2,137.55,7,19.650000000000002,5.285714285714286,0,2,5,0,73,Lost,3,1,0.931605875492096,High,XGBoost
4652.0,3,2,139.72,8,17.465,18.18625,0,5,0,3,67,New,1,1,0.7645840644836426,High,XGBoost
4669.0,65,2,99.5,6,16.583333333333332,17.959999999999997,0,6,0,0,75,Lost,3,1,0.9576684832572937,High,XGBoost
4704.0,11,2,198.75,8,24.84375,14.135,0,6,0,2,73,New,1,1,0.9255127906799316,High,XGBoost
4709.0,13,2,8.75,2,4.375,14.285,1,0,0,2,17,New,1,1,0.8070306777954102,High,XGBoost
4735.0,60,2,329.78999999999996,13,19.39941176470588,20.0,0,0,17,0,60,Lost,3,1,0.9552156329154968,High,XGBoost
4738.0,57,2,173.77,10,15.797272727272729,35.83,0,0,11,0,57,Lost,3,1,0.9180467128753662,High,XGBoost
4793.0,12,3,55.68,4,9.28,8.866666666666667,1,0,0,6,19,New,1,0,0.3156956136226654,Low,XGBoost
4808.0,27,2,80.9,4,20.225,8.99,0,2,0,2,82,New,1,1,0.9068287014961243,High,XGBoost
4814.0,53,2,97.66999999999999,3,9.767,0.0,1,1,9,0,86,New,1,0,0.11685946583747864,Low,XGBoost
4817.0,46,2,174.78,4,14.565,1.5,0,2,10,0,81,Lost,3,1,0.9109367728233337,High,XGBoost
4861.0,57,2,530.97,13,22.12375,15.0,0,0,24,0,57,Lost,3,1,0.9777218699455261,High,XGBoost
4872.0,25,2,162.81,8,20.35125,11.05875,0,5,0,3,75,New,1,1,0.8903480172157288,High,XGBoost
4884.0,11,2,81.91,5,13.651666666666666,3.6466666666666665,0,0,0,6,16,New,1,1,0.7935571074485779,High,XGBoost
4946.0,7,2,171.48,8,19.05333333333333,5.07,0,0,5,4,44,New,1,1,0.8012996315956116,High,XGBoost
4947.0,31,3,282.83,11,20.202142857142857,16.982857142857142,0,6,8,0,74,Lost,3,1,0.9617636203765869,High,XGBoost
5048.0,7,3,148.43,8,16.492222222222225,11.136666666666667,0,0,2,7,50,New,1,1,0.6023173928260803,Medium,XGBoost
5207.0,28,2,168.16,11,12.01142857142857,16.627142857142857,0,8,0,6,67,New,1,1,0.5823120474815369,Medium,XGBoost
5213.0,4,2,311.53999999999996,9,23.96461538461538,11.75,0,0,8,5,61,New,1,1,0.7796141505241394,High,XGBoost
5232.0,3,3,318.88,16,16.783157894736842,23.489473684210527,0,0,4,15,52,Occasional,2,0,0.08393074572086334,Low,XGBoost
5324.0,48,5,148.01,6,11.385384615384615,3.230769230769231,1,12,1,0,83,Lost,3,1,0.9057485461235046,High,XGBoost
5358.0,59,2,894.7,22,21.302380952380954,17.393809523809523,0,29,13,0,62,Occasional,2,1,0.672325849533081,High,XGBoost
5370.0,36,2,106.97,6,17.828333333333333,4.458333333333333,0,0,6,0,36,Lost,3,1,0.9516972899436951,High,XGBoost
5418.0,18,2,262.71999999999997,11,18.765714285714285,9.442857142857141,0,0,10,4,48,New,1,1,0.918794572353363,High,XGBoost
5449.0,60,2,763.87,19,27.28107142857143,0.0,0,0,28,0,60,Occasional,2,1,0.5316590666770935,Medium,XGBoost
5466.0,36,2,105.95,5,21.19,3.886,0,4,1,0,68,New,1,0,0.12996257841587067,Low,XGBoost
5481.0,17,2,281.81,10,25.61909090909091,1.8181818181818181,0,0,2,9,45,New,1,1,0.8446645140647888,High,XGBoost
5577.0,39,2,209.9,8,23.322222222222223,1.3333333333333333,0,3,6,0,74,Lost,3,1,0.9012983441352844,High,XGBoost
5626.0,60,2,144.03,9,16.003333333333334,15.720000000000002,0,0,9,0,60,Lost,3,1,0.9743738770484924,High,XGBoost
5643.0,19,2,111.4,8,13.925,6.311249999999999,0,5,0,3,87,New,1,1,0.6706565022468567,High,XGBoost
5650.0,63,2,137.56,8,17.195,13.685,0,8,0,0,83,Lost,3,1,0.9786714315414429,High,XGBoost
5734.0,19,2,349.56,14,20.56235294117647,16.303529411764703,0,4,0,13,73,New,1,1,0.9089384078979492,High,XGBoost
5751.0,6,2,148.46,8,14.846,36.664,0,6,0,4,77,New,1,1,0.6341038346290588,Medium,XGBoost
5917.0,83,2,8.75,2,4.375,2.73,0,2,0,0,83,Lost,3,1,0.9634571075439453,High,XGBoost
5967.0,58,2,164.94,6,23.562857142857144,11.78,0,0,7,0,58,Lost,3,1,0.9686097502708435,High,XGBoost
6103.0,61,2,360.57,11,24.038,28.62,0,0,15,0,61,Lost,3,1,0.9313759803771973,High,XGBoost
6120.0,40,2,188.93,10,17.175454545454546,6.456363636363636,0,7,4,0,84,Lost,3,1,0.9401710033416748,High,XGBoost
6196.0,9,2,90.58,4,10.064444444444444,18.84,0,0,0,9,11,New,1,1,0.8157336711883545,High,XGBoost
6324.0,11,2,80.94,4,20.235,8.155000000000001,0,0,2,2,51,New,1,1,0.9088595509529114,High,XGBoost
6389.0,81,2,305.83,13,19.114375,23.4375,0,16,0,0,87,Lost,3,1,0.9618794918060303,High,XGBoost
6408.0,17,2,24.0,2,12.0,13.5,0,1,0,1,73,New,1,1,0.9437997341156006,High,XGBoost
6452.0,4,2,121.28999999999999,6,20.215,14.666666666666666,0,2,0,4,70,New,1,1,0.8893751502037048,High,XGBoost
6456.0,59,2,152.85999999999999,7,19.107499999999998,13.0,0,0,8,0,59,Lost,3,1,0.9790847301483154,High,XGBoost
6494.0,42,2,201.04,7,18.276363636363637,4.722727272727273,0,5,6,0,76,Lost,3,1,0.9469403028488159,High,XGBoost
6513.0,53,3,254.47,9,14.968823529411765,8.878235294117648,0,5,12,0,82,Lost,3,1,0.9084486961364746,High,XGBoost
6555.0,59,2,250.12,10,22.73818181818182,25.0,0,0,11,0,59,Lost,3,1,0.9371626973152161,High,XGBoost
6559.0,20,3,92.85,8,9.285,20.112000000000002,3,3,1,6,75,New,1,1,0.5307424068450928,Medium,XGBoost
6604.0,60,2,123.47,6,20.578333333333333,9.82,0,0,6,0,60,Lost,3,1,0.9769842028617859,High,XGBoost
6635.0,7,2,288.17,15,18.010625,10.605,0,0,0,16,11,New,1,1,0.9454877972602844,High,XGBoost
6745.0,61,2,286.25,9,16.83823529411765,13.468235294117646,0,5,12,0,67,Lost,3,1,0.9642415046691895,High,XGBoost
6788.0,60,2,194.37,10,17.67,17.3,0,0,11,0,60,Lost,3,1,0.9754176139831543,High,XGBoost
6799.0,22,4,160.43,8,16.043,0.0,1,3,0,7,72,Occasional,2,0,0.09267539530992508,Low,XGBoost
6845.0,65,2,135.42,6,22.569999999999997,9.950000000000001,0,6,0,0,68,Lost,3,1,0.9672688245773315,High,XGBoost
6896.0,11,4,302.06,12,18.87875,6.3625,3,13,0,3,77,Occasional,2,1,0.7252803444862366,High,XGBoost
6934.0,46,2,120.13,7,15.01625,9.18125,0,0,8,0,52,Lost,3,1,0.969670832157135,High,XGBoost
6985.0,24,2,130.88,8,16.36,4.79,0,6,0,2,84,New,1,1,0.585722029209137,Medium,XGBoost
7001.0,5,2,231.60999999999999,9,19.300833333333333,0.505,0,0,11,1,32,New,1,1,0.8596566915512085,High,XGBoost
7019.0,14,5,188.99,10,15.749166666666667,10.666666666666666,1,2,3,7,83,Occasional,2,0,0.027322806417942047,Low,XGBoost
7066.0,14,2,164.98,8,20.6225,24.9375,0,7,0,1,68,New,1,1,0.6957010626792908,High,XGBoost
7080.0,19,3,131.05,10,13.105,119.646,2,1,3,6,73,New,1,1,0.17689278721809387,Low,XGBoost
7120.0,48,2,162.67,6,16.267,6.0200000000000005,0,0,10,0,48,Lost,3,1,0.955366313457489,High,XGBoost
7254.0,68,2,89.58,4,9.953333333333333,13.851111111111111,0,9,0,0,85,Lost,3,1,0.975774347782135,High,XGBoost
