Last 4 Card Digits,Recency,Frequency,Monetary,Unique_Items,Avg_Order_Val,Avg_Tip,Discount_Used,Visits_Nov,Visits_Dec,Visits_Jan,Days_Since_First,Segment,Segment_Code,Churn,Churn_Probability,Risk_Level,Tier
7256.0,18,4,170.37,11,14.1975,8.073333333333332,0,0,9,3,39,New,1,1,0.48170432448387146,Medium,XGBoost
7357.0,60,2,45.82,2,22.91,6.0,0,0,2,0,60,Lost,3,1,0.9411219954490662,High,XGBoost
7383.0,59,2,172.66,7,21.5825,16.9,0,0,8,0,59,Lost,3,1,0.9789713621139526,High,XGBoost
7474.0,61,2,87.33,5,17.466,6.49,0,0,5,0,61,Lost,3,1,0.9699651598930359,High,XGBoost
7478.0,4,3,341.28999999999996,12,17.962631578947367,14.947368421052632,0,0,13,6,57,New,1,1,0.6777921319007874,High,XGBoost
7513.0,12,2,95.06,7,13.58,17.857142857142858,1,6,0,1,72,New,1,0,0.37215662002563477,Medium,XGBoost
7638.0,10,2,232.93,8,19.410833333333333,15.048333333333332,0,0,11,1,53,New,1,1,0.9162322282791138,High,XGBoost
7675.0,56,2,335.22,10,16.761000000000003,13.290000000000001,0,0,20,0,57,Lost,3,1,0.9686731696128845,High,XGBoost
7687.0,32,2,466.37,18,21.198636363636364,3.1509090909090913,0,20,2,0,73,Lost,3,1,0.9589076042175293,High,XGBoost
7716.0,25,2,72.11,3,12.018333333333333,5.1933333333333325,0,4,0,2,80,New,1,1,0.836544394493103,High,XGBoost
7733.0,61,2,109.22999999999999,5,18.205,7.0,0,0,6,0,61,Lost,3,1,0.9545050263404846,High,XGBoost
7765.0,26,2,130.93,8,16.36625,7.545,0,2,0,6,66,New,1,0,0.2599182426929474,Low,XGBoost
7777.0,14,2,101.59,5,16.93166666666667,7.726666666666667,0,2,0,4,75,New,1,1,0.626751184463501,Medium,XGBoost
7864.0,31,2,101.66,5,20.332,2.31,0,0,5,0,48,New,1,0,0.1438065618276596,Low,XGBoost
7908.0,18,2,241.43,11,18.571538461538463,12.0,0,0,9,4,34,New,1,1,0.9377163648605347,High,XGBoost
7916.0,35,2,45.879999999999995,3,15.293333333333331,5.419999999999999,1,2,1,0,72,Lost,3,1,0.9424296617507935,High,XGBoost
7917.0,48,2,192.28,7,24.035,14.65,0,3,5,0,74,Lost,3,1,0.9550134539604187,High,XGBoost
7965.0,20,4,295.96,12,21.139999999999997,2.9878571428571425,0,5,7,2,83,Occasional,2,1,0.4933372437953949,Medium,XGBoost
8010.0,6,2,87.4,4,21.85,10.04,0,0,0,4,21,New,1,1,0.9673426747322083,High,XGBoost
8037.0,5,2,94.42,5,13.48857142857143,2.4285714285714284,0,0,0,7,13,New,1,1,0.7703547477722168,High,XGBoost
8075.0,5,2,207.5,11,17.291666666666668,15.1625,0,5,0,7,87,New,1,1,0.9068718552589417,High,XGBoost
8163.0,67,2,48.04,4,12.01,15.9575,0,4,0,0,85,Lost,3,1,0.9764776229858398,High,XGBoost
8254.0,36,2,404.09,13,22.449444444444442,20.88888888888889,0,0,18,0,48,Occasional,2,0,0.2235841304063797,Low,XGBoost
8303.0,7,2,75.41,4,18.8525,8.245000000000001,2,0,2,2,46,New,1,1,0.8998172283172607,High,XGBoost
8393.0,60,2,206.28,10,18.752727272727274,12.761818181818182,0,4,7,0,70,Lost,3,1,0.9762149453163147,High,XGBoost
8429.0,18,2,140.93,7,20.132857142857144,18.541428571428572,0,0,4,3,43,New,1,1,0.8537404537200928,High,XGBoost
8431.0,42,2,26.25,3,8.75,12.82,2,1,2,0,66,Lost,3,1,0.9670131802558899,High,XGBoost
8437.0,36,2,215.29,8,21.529,6.0,0,0,10,0,46,New,1,0,0.26446428894996643,Low,XGBoost
8457.0,60,2,121.19,5,17.312857142857144,0.0,1,0,7,0,60,Lost,3,1,0.951557457447052,High,XGBoost
8465.0,87,2,445.12,7,19.35304347826087,24.95478260869565,0,23,0,0,87,Lost,3,1,0.95784991979599,High,XGBoost
8614.0,17,2,178.09,8,22.26125,3.88,0,0,3,5,40,New,1,1,0.7923756241798401,High,XGBoost
8625.0,5,2,113.6,5,18.933333333333334,5.0,0,0,0,6,13,New,1,1,0.7682905197143555,High,XGBoost
8683.0,60,2,169.26,9,16.926,41.67,0,0,10,0,60,Lost,3,1,0.9392411708831787,High,XGBoost
8718.0,13,2,187.92,6,23.49,10.455,0,4,0,4,66,New,1,1,0.7929040193557739,High,XGBoost
8753.0,59,2,241.4,12,20.116666666666667,3.75,0,0,12,0,59,Lost,3,1,0.977189838886261,High,XGBoost
8784.0,61,2,319.65,10,17.758333333333333,8.0,0,0,18,0,61,New,1,0,0.28252530097961426,Low,XGBoost
8816.0,11,2,62.26,3,20.753333333333334,3.3333333333333335,1,1,0,2,72,New,1,1,0.8470588326454163,High,XGBoost
8822.0,31,2,9.26,2,4.63,13.605,2,0,2,0,40,Lost,3,1,0.9743838310241699,High,XGBoost
9111.0,61,2,293.52,7,19.567999999999998,12.726,0,3,12,0,84,Lost,3,1,0.9688307046890259,High,XGBoost
9160.0,52,2,85.2,4,17.04,8.716,0,2,3,0,85,Lost,3,1,0.9578373432159424,High,XGBoost
9161.0,43,2,431.51,17,18.761304347826087,19.06434782608696,0,17,6,0,74,Lost,3,1,0.9551246762275696,High,XGBoost
9188.0,61,2,135.64,4,22.606666666666666,3.0,0,0,6,0,61,Lost,3,1,0.9313211441040039,High,XGBoost
9255.0,7,2,110.25999999999999,6,18.376666666666665,14.13,0,0,4,2,45,New,1,1,0.9137811660766602,High,XGBoost
9436.0,3,2,99.43,4,24.8575,2.535,0,0,0,4,3,New,1,0,0.37915635108947754,Medium,XGBoost
9489.0,27,2,529.78,19,17.08967741935484,7.032258064516129,0,5,0,26,80,Occasional,2,1,0.6263428926467896,Medium,XGBoost
9555.0,24,3,106.95,7,15.278571428571428,4.0371428571428565,0,2,0,5,80,New,1,1,0.35638490319252014,Medium,XGBoost
9593.0,13,2,225.97,11,20.542727272727273,2.909090909090909,0,0,5,6,35,New,1,1,0.8384165167808533,High,XGBoost
9639.0,4,10,553.93,22,18.464333333333332,0.9013333333333333,1,4,18,8,81,Occasional,2,1,0.19643381237983704,Low,XGBoost
9677.0,83,2,142.1,6,23.683333333333334,8.833333333333334,0,6,0,0,85,Lost,3,1,0.9524360299110413,High,XGBoost
9843.0,3,3,302.57,13,20.171333333333333,20.242,0,5,0,10,74,New,1,1,0.6772445440292358,High,XGBoost
9844.0,25,2,75.42,3,25.14,21.006666666666664,0,0,1,2,31,New,1,1,0.7817604541778564,High,XGBoost
9899.0,18,2,174.65,11,15.877272727272727,8.107272727272727,0,0,3,8,46,New,1,1,0.6433204412460327,Medium,XGBoost
9997.0,13,2,233.84,11,12.991111111111111,8.6,0,0,0,18,18,New,1,1,0.6805457472801208,High,XGBoost
